  -9.4734151e-01   4.7746266e-01  -2.3573930e+00   7.3814502e-01  -6.0377803e+00  -3.7452969e+00  -2.4301505e+00  -3.1684666e-01
  -1.6519333e+00   2.0285476e-01   5.4293147e-01  -1.9151194e+00   3.0511415e+00  -3.3084578e-01   1.1332638e-01  -7.8693644e-01
   2.7181959e-01  -1.5442815e-02  -6.4202763e-01  -2.2770607e+00   3.8628899e+00   1.3873465e+00  -2.2014258e+00  -3.7922236e+00
  -7.9296320e-01  -3.9068700e-01   4.4430014e-01  -2.6702826e+00   1.0485852e+00   7.4621220e-01   3.5618084e-01   3.4499263e+00
   9.0008427e-01  -3.8166099e-01  -2.6982196e+00  -2.4470024e+00  -4.9087119e+00  -5.5747882e+00   1.3945036e+00   2.2818547e+00
  -8.1036065e-02  -2.8052286e-01   9.9858430e-01  -2.9097852e-01   1.9156102e+00  -6.1567249e-01  -3.6273002e+00   6.9499985e-01
  -5.3518372e-01  -2.5784574e-01   2.4707829e+00  -3.2630246e-01   2.5052492e+00   6.1685420e-01   5.5972256e-01   8.6949988e-01
  -2.2779127e-01  -4.5626088e-01  -3.6123200e-01  -1.2515545e+00   1.4175650e+00  -6.6376720e-01  -1.1961140e+00   7.3806188e-01
  -2.3177505e-02   1.3025038e+00   9.7699124e-01  -6.7133837e-01  -2.3216312e+00  -2.9404756e+00  -3.8568459e+00   2.1689444e+00
  -3.0255715e-02  -5.3720972e-01   1.9995525e+00   8.8231970e-01   2.4229616e+00  -1.5711282e+00   7.1523954e-01  -2.7900579e-02
   2.0352344e-01  -2.0149677e+00   1.9901977e-03   1.6464577e+00  -2.8945520e+00   2.4987275e+00   1.6529646e+00   1.7874898e+00
   1.2031528e-01   3.9397105e-01   9.7259350e-01  -1.2258910e+00  -3.0977243e+00  -3.3153507e+00  -2.6405220e-01   1.1547108e+00
